index,label,count,number_of_blocks,topic,sentiment,stemmed_word
2874,deceleration,17,1,Topic 6,normal,deceler
2875,gorillas,8,1,Topic 6,normal,gorilla
2876,chimpanzees,13,1,Topic 6,normal,chimpanze
2877,SIV,12,1,Topic 6,normal,siv
2878,SIVcpz,8,1,Topic 6,normal,sivcpz
2879,SIVgor,10,1,Topic 6,normal,sivgor
2881,Tetherin,11,1,Topic 6,normal,tetherin
2882,smallmolecule,1,1,Topic 6,normal,smallmolecul
2884,spectrum,2,1,Topic 1,normal,spectrum
2885,Federation,1,1,Topic 6,normal,feder
2886,Brazil,1,1,Topic 6,normal,brazil
2887,create,1,1,Topic 5,normal,creat
2888,Newer,1,1,Topic 6,normal,newer
2889,tilorone,2,1,Topic 6,normal,tiloron
2890,dihydrochloride,1,1,Topic 6,normal,dihydrochlorid
2891,Amixin,1,1,Topic 6,normal,amixin
2892,Lavomax,1,1,Topic 6,normal,lavomax
2893,confluent,1,1,Topic 4,normal,confluent
2894,monolayers,1,1,Topic 4,normal,monolay
2895,96well,1,1,Topic 6,normal,96well
2896,microplates,1,1,Topic 6,normal,micropl
2897,MEM,1,1,Topic 6,normal,mem
2898,DMEM,1,1,Topic 6,normal,dmem
2899,DIP,25,1,Topic 6,normal,dip
2900,Boltzmann,14,1,Topic 6,normal,boltzmann
2901,camels,67,1,Topic 1,normal,camel
2902,coalescent,37,1,Topic 1,normal,coalesc
2903,CBMI,2,1,Topic 6,normal,cbmi
2906,forest,5,1,Topic 1,normal,forest
2907,hvPPI,27,1,Topic 6,normal,hvppi
2908,ACE2B,6,1,Topic 6,normal,ace2b
2909,MDCK,7,1,Topic 6,normal,mdck
2910,H17PV,8,1,Topic 6,normal,h17pv
2911,HLADR,17,1,Topic 6,normal,hladr
2912,RCTs,9,1,Topic 6,normal,rct
2913,convalescent,18,1,Topic 1,normal,convalesc
2915,hyperimmune,6,1,Topic 6,normal,hyperimmun
2916,immunoglobulin,7,1,Topic 4,normal,immunoglobulin
2917,topics,43,1,Topic 2,normal,topic
2919,Sina,44,1,Topic 6,normal,sina
2920,Microblog,44,1,Topic 6,normal,microblog
2921,GAM,4,1,Topic 6,normal,gam
2922,readiness,4,1,Topic 6,normal,readi
2925,professor,7,1,Topic 5,normal,professor
2926,V6,10,1,Topic 6,normal,v6
2928,Lipsitch,4,1,Topic 6,normal,lipsitch
2930,ADM1,16,1,Topic 6,normal,adm1
2931,centroid,5,1,Topic 5,normal,centroid
2932,carriage,34,1,Topic 2,normal,carriag
2933,neutrophils,12,1,Topic 4,normal,neutrophil
2935,Spn,27,1,Topic 6,normal,spn
2936,LAIV,18,1,Topic 6,normal,laiv
2937,inoculation,10,1,Topic 4,normal,inocul
2938,COVID2019,11,1,Topic 6,normal,covid2019
2939,hypoxemia,13,1,Topic 4,normal,hypoxemia
2942,reader,35,1,Topic 4,normal,reader
2943,truth,14,1,Topic 1,normal,truth
2944,MetaScope,17,1,Topic 6,normal,metascop
2945,Kraken,14,1,Topic 6,normal,kraken
2946,LMAT,16,1,Topic 6,normal,lmat
2947,MetaPhlAn,9,1,Topic 6,normal,metaphlan
2948,FASTQsim,10,1,Topic 6,normal,fastqsim
2949,HMP,16,1,Topic 6,normal,hmp
2950,EIDs,76,1,Topic 6,normal,eid
2951,portfolio,51,1,Topic 6,normal,portfolio
2953,determinants,3,1,Topic 1,normal,determin
2954,enlargement,12,1,Topic 4,normal,enlarg
2955,transversions,32,1,Topic 1,normal,transvers
2956,distinction,18,1,Topic 1,positive,distinct
2957,EX,15,1,Topic 6,normal,ex
2958,nanoswitches,60,1,Topic 6,normal,nanoswitch
2959,Micropillar,14,1,Topic 6,normal,micropillar
2960,PDMS,13,1,Topic 6,normal,pdm
2961,streptavidin,11,1,Topic 4,normal,streptavidin
2962,narratives,18,1,Topic 5,normal,narr
2963,gremlin1,20,1,Topic 6,normal,gremlin1
2964,HR1,28,1,Topic 6,normal,hr1
2965,HR2,21,1,Topic 6,normal,hr2
2966,EK1,13,1,Topic 6,normal,ek1
2967,EK1C4,23,1,Topic 6,normal,ek1c4
2968,DUSP1,71,1,Topic 6,normal,dusp1
2969,SeV,32,1,Topic 6,normal,sev
2970,haloperidol,35,1,Topic 4,normal,haloperidol
2971,VCMs,26,1,Topic 6,normal,vcm
2972,RIX,31,1,Topic 6,normal,rix
2973,ADRs,18,1,Topic 6,normal,adr
2974,placebo,13,1,Topic 5,normal,placebo
2975,CCRIX,15,1,Topic 6,normal,ccrix
2976,CROWLEY,15,1,Topic 6,normal,crowley
2980,Tongji,6,1,Topic 6,normal,tongji
2981,percent,17,1,Topic 5,normal,percent
2983,decisionmakers,2,1,Topic 6,normal,decisionmak
2984,Availability,4,1,Topic 6,normal,avail
2985,iLACO,10,1,Topic 6,normal,ilaco
2986,Shenyang,4,1,Topic 6,normal,shenyang
2987,Richards,14,1,Topic 6,normal,richard
2988,methylprednisolone,14,1,Topic 4,normal,methylprednisolon
2989,TTSP,22,1,Topic 6,normal,ttsp
2990,HA0,19,1,Topic 6,normal,ha0
2991,GICA,10,1,Topic 6,normal,gica
2992,Jinyintan,3,1,Topic 6,normal,jinyintan
2993,band,5,1,Topic 4,normal,band
2995,Rohingya,2,1,Topic 6,normal,rohingya
2996,refugee,4,1,Topic 6,normal,refuge
2997,measles,13,1,Topic 5,normal,measl
2998,campaigns,2,1,Topic 2,normal,campaign
2999,HKU1,5,1,Topic 6,normal,hku1
3000,OC43,5,1,Topic 6,normal,oc43
3001,Northern,11,1,Topic 6,normal,northern
3002,Hemisphere,7,1,Topic 6,normal,hemispher
3003,temperate,14,1,Topic 5,normal,temper
3004,CDV,12,1,Topic 6,normal,cdv
3005,CSG,11,1,Topic 6,normal,csg
3006,Taxonomy,18,1,Topic 6,normal,taxonomi
3007,novelty,16,1,Topic 1,positive,novelti
3008,advantage,2,1,Topic 2,positive,advantag
3009,GENI,9,1,Topic 6,normal,geni
3010,epicurves,8,1,Topic 6,normal,epicurv
3011,Interestingly,1,1,Topic 6,normal,interestingli
3012,HiSeq,13,1,Topic 6,normal,hiseq
3013,H5N1,39,1,Topic 6,normal,h5n1
3014,CEACAM1,46,1,Topic 6,normal,ceacam1
3015,apocynin,18,1,Topic 6,normal,apocynin
3016,HPAI,14,1,Topic 6,normal,hpai
3017,ATII,23,1,Topic 6,normal,atii
3018,IIFA,6,1,Topic 6,normal,iifa
3019,diversification,26,1,Topic 1,normal,diversif
3020,spacer,59,1,Topic 1,normal,spacer
3021,protospacers,49,1,Topic 6,normal,protospac
3022,silencing,19,1,Topic 4,normal,silenc
3023,leaves,23,1,Topic 4,normal,leav
3025,CRRT,43,1,Topic 6,normal,crrt
3026,CATCH,74,1,Topic 6,normal,catch
3027,HPDI,12,1,Topic 6,normal,hpdi
3028,NSP7,30,1,Topic 6,normal,nsp7
3029,NSP8,65,1,Topic 6,normal,nsp8
3030,fingers,21,1,Topic 3,normal,finger
3031,WeChat,30,1,Topic 6,normal,wechat
3032,Internet,5,1,Topic 6,normal,internet
3033,Dec,10,1,Topic 6,normal,dec
3034,Dday,4,1,Topic 6,normal,dday
3035,Feidian,8,1,Topic 6,normal,feidian
3036,outbound,8,1,Topic 2,normal,outbound
3039,visibility,17,1,Topic 2,normal,visibl
3040,discovery,12,1,Topic 1,normal,discoveri
3041,O3,28,1,Topic 6,normal,o3
3042,TLR4,77,1,Topic 6,normal,tlr4
3043,TLR5,116,1,Topic 6,normal,tlr5
3044,Pristane,7,1,Topic 6,normal,pristan
3045,pristaneLPS,6,1,Topic 6,normal,pristanelp
3046,latency,1,1,Topic 2,negative,latenc
3047,NR2A,3,1,Topic 6,normal,nr2a
3048,NR2B,1,1,Topic 6,normal,nr2b
3049,autoantibodies,2,1,Topic 6,normal,autoantibodi
3050,SLE,1,1,Topic 6,normal,sle
3051,lupus,2,1,Topic 6,normal,lupu
3052,NMDA,2,1,Topic 6,normal,nmda
3053,NR2A2B,2,1,Topic 6,normal,nr2a2b
3055,deficits,1,1,Topic 4,normal,deficit
3056,BALBc,1,1,Topic 6,normal,balbc
3057,Barnes,3,1,Topic 6,normal,barn
3058,maze,3,1,Topic 4,normal,maze
3059,inches,4,1,Topic 6,normal,inch
3060,diameter,2,1,Topic 4,normal,diamet
3061,holes,5,1,Topic 6,normal,hole
3064,Sun,3,1,Topic 6,normal,sun
3065,YatSen,3,1,Topic 6,normal,yatsen
3066,HU,4,1,Topic 6,normal,hu
3067,Details,9,1,Topic 6,normal,detail
3068,AstVs,30,1,Topic 6,normal,astv
3069,RFTB,7,1,Topic 6,normal,rftb
3070,caves,13,1,Topic 6,normal,cave
3071,guano,10,1,Topic 6,normal,guano
3072,parturition,5,1,Topic 6,normal,parturit
3073,ncRNA,35,1,Topic 6,normal,ncrna
3074,Tab,62,1,Topic 6,normal,tab
3075,DDimer,4,1,Topic 6,normal,ddimer
3076,improvement,3,1,Topic 1,positive,improv
3077,Yi,8,1,Topic 6,normal,yi
3078,hM3Dq,63,1,Topic 6,normal,hm3dq
3079,CX3CR1CreER,27,1,Topic 6,normal,cx3cr1creer
3080,Ca2,15,1,Topic 6,normal,ca2
3081,repositioning,13,1,Topic 1,normal,reposit
3082,mammals,2,1,Topic 1,normal,mammal
3083,Gompertz,3,1,Topic 6,normal,gompertz
3084,hAEC,8,1,Topic 6,normal,haec
3085,differentiation,5,1,Topic 4,normal,differenti
3086,crisis,5,1,Topic 2,negative,crisi
3087,clinicians,4,1,Topic 5,normal,clinician
3088,specialist,9,1,Topic 5,normal,specialist
3089,Telemedicine,13,1,Topic 6,normal,telemedicin
3090,NTCC,4,1,Topic 6,normal,ntcc
3091,ETCS,12,1,Topic 6,normal,etc
3092,team,7,1,Topic 2,normal,team
3093,KDKE,6,1,Topic 6,normal,kdke
3094,FLUAV,42,1,Topic 6,normal,fluav
3095,EPS8,104,1,Topic 6,normal,eps8
3096,Speedmax,24,1,Topic 6,normal,speedmax
3097,plateaus,16,1,Topic 6,normal,plateau
3098,deterioration,7,1,Topic 2,negative,deterior
3099,Muc4,67,1,Topic 6,normal,muc4
3100,VADR,122,1,Topic 6,normal,vadr
3101,narnaviruses,24,1,Topic 1,normal,narnavirus
3102,rORF,33,1,Topic 6,normal,rorf
3103,Absolute,4,1,Topic 6,normal,absolut
3104,FDAapproved,8,1,Topic 6,normal,fdaapprov
3105,NexteraXT,1,1,Topic 6,normal,nexteraxt
3106,San,1,1,Topic 6,normal,san
3107,Diego,1,1,Topic 6,normal,diego
3108,cleanup,1,1,Topic 6,normal,cleanup
3109,Agencourt,1,1,Topic 6,normal,agencourt
3110,Raw,1,1,Topic 6,normal,raw
3111,Trimmomatic,1,1,Topic 6,normal,trimmomat
3112,G30,1,1,Topic 6,normal,g30
3113,BatLi09,1,1,Topic 6,normal,batli09
3114,BatLi10,1,1,Topic 6,normal,batli10
3115,BatLy17,1,1,Topic 6,normal,batly17
3116,G31,1,1,Topic 6,normal,g31
3117,BatLi08,1,1,Topic 6,normal,batli08
3118,RCWG,2,1,Topic 6,normal,rcwg
3119,VP3,1,1,Topic 6,normal,vp3
3120,RVAs,5,1,Topic 6,normal,rva
3121,HRV,26,1,Topic 6,normal,hrv
3122,nAb,11,1,Topic 6,normal,nab
3123,boost,11,1,Topic 4,positive,boost
3124,N7guanine,19,1,Topic 6,normal,n7guanin
3125,Tobaniviridae,20,1,Topic 6,normal,tobanivirida
3126,crescents,16,1,Topic 3,normal,crescent
3128,Spindly,29,1,Topic 6,normal,spindli
3129,bpropeller,20,1,Topic 6,normal,bpropel
3130,ZWILCH,25,1,Topic 6,normal,zwilch
3131,ZW10,22,1,Topic 6,normal,zw10
3132,filaments,46,1,Topic 3,normal,filament
3133,ROD1,36,1,Topic 6,normal,rod1
3134,mCherry,21,1,Topic 6,normal,mcherri
3135,D1372,31,1,Topic 6,normal,d1372
3136,Hefei,28,1,Topic 6,normal,hefei
3137,inflow,11,1,Topic 2,normal,inflow
3138,focus,10,1,Topic 5,normal,focu
3139,lo,17,1,Topic 4,normal,lo
3140,doiorg101101202002,9,1,Topic 6,normal,doiorg101101202002
3141,encephalitis,14,1,Topic 4,normal,enceph
3142,TMEV,37,1,Topic 6,normal,tmev
3143,Chemokine,20,1,Topic 6,normal,chemokin
3144,CCL2,109,1,Topic 6,normal,ccl2
3145,CCR2,32,1,Topic 6,normal,ccr2
3146,CD45,24,1,Topic 6,normal,cd45
3147,AKI,22,1,Topic 6,normal,aki
3148,baseline,19,1,Topic 2,normal,baselin
3149,regularization,60,1,Topic 1,normal,regular
3150,noise,20,1,Topic 5,negative,nois
3151,ambulance,18,1,Topic 5,normal,ambul
3152,ECDC,22,1,Topic 6,normal,ecdc
3153,SIANN,33,1,Topic 6,normal,siann
3154,Neighbors,13,1,Topic 6,normal,neighbor
3155,bottleneck,65,1,Topic 1,normal,bottleneck
3156,tracking,28,1,Topic 2,normal,track
3157,IH,24,1,Topic 6,normal,ih
3158,conjunctivitis,17,1,Topic 5,normal,conjunct
3159,conjunctival,10,1,Topic 5,normal,conjunctiv
3160,G64S,74,1,Topic 6,normal,g64
3161,GISAID,3,1,Topic 6,normal,gisaid
3162,EPIISL403928,9,1,Topic 6,normal,epiisl403928
3163,stercoralis,11,1,Topic 6,normal,stercorali
3164,strongyloidiasis,15,1,Topic 6,normal,strongyloidiasi
3166,Strongyloides,8,1,Topic 6,normal,strongyloid
3167,migrants,13,1,Topic 5,normal,migrant
3168,arms,21,1,Topic 4,normal,arm
3169,ADQNFBDD,7,1,Topic 6,normal,adqnfbdd
3170,lead,8,1,Topic 2,positive,lead
3171,covalent,14,1,Topic 4,normal,coval
3172,TCI,5,1,Topic 6,normal,tci
3173,reward,17,1,Topic 1,positive,reward
3174,actions,14,1,Topic 2,normal,action
3175,subsite,9,1,Topic 4,normal,subsit
3176,ring,8,1,Topic 4,normal,ring
3177,Hbond,12,1,Topic 6,normal,hbond
3178,dPCR,19,1,Topic 6,normal,dpcr
3179,partitions,5,1,Topic 1,normal,partit
3180,CPAC,14,1,Topic 6,normal,cpac
3181,airline,21,1,Topic 2,normal,airlin
3182,IATA,12,1,Topic 6,normal,iata
3183,ToA,20,1,Topic 6,normal,toa
3186,APE,44,1,Topic 6,normal,ape
3188,industry,2,1,Topic 5,normal,industri
3189,indels,7,1,Topic 1,normal,indel
3190,propagation,26,1,Topic 2,normal,propag
3191,account,5,1,Topic 2,normal,account
3192,ES,9,1,Topic 6,normal,es
3193,planning,13,1,Topic 5,normal,plan
3194,payoffs,23,1,Topic 6,normal,payoff
3195,utility,12,1,Topic 1,normal,util
3196,Chongqing,20,1,Topic 6,normal,chongq
3197,forward,34,1,Topic 5,normal,forward
3198,competition,39,1,Topic 5,normal,competit
3199,ORFeome,35,1,Topic 6,normal,orfeom
3200,albicans,37,1,Topic 3,normal,albican
3201,Gateway,16,1,Topic 6,normal,gateway
3202,transformation,11,1,Topic 3,normal,transform
3204,TET,15,1,Topic 6,normal,tet
3205,buffer,12,1,Topic 4,normal,buffer
3206,elution,6,1,Topic 3,normal,elut
3207,MNPs,8,1,Topic 6,normal,mnp
3208,pcMNPs,10,1,Topic 6,normal,pcmnp
3209,nucleocapsid,5,1,Topic 1,normal,nucleocapsid
3210,NNTD,30,1,Topic 6,normal,nntd
3211,PanSLCoVGD,9,1,Topic 6,normal,panslcovgd
3212,Xanthomonas,5,1,Topic 6,normal,xanthomona
3213,axonopodis,4,1,Topic 6,normal,axonopodi
3214,punicae,5,1,Topic 6,normal,punica
3215,pomegranate,13,1,Topic 6,normal,pomegran
3216,blight,6,1,Topic 6,normal,blight
3217,Xap,15,1,Topic 6,normal,xap
3218,India,8,1,Topic 6,normal,india
3219,dyes,12,1,Topic 3,normal,dye
3220,lack,2,1,Topic 1,negative,lack
3221,Europe,3,1,Topic 6,normal,europ
3222,North,3,1,Topic 6,normal,north
3223,diarrhoea,5,1,Topic 5,normal,diarrhoea
3224,PED,20,1,Topic 6,normal,ped
3225,farms,34,1,Topic 5,normal,farm
3227,HVD,27,1,Topic 6,normal,hvd
3228,AIPs,46,1,Topic 6,normal,aip
3229,DeCoVNet,23,1,Topic 6,normal,decovnet
3230,metabolomics,6,1,Topic 6,normal,metabolom
3231,CV,9,1,Topic 6,normal,cv
3232,standards,12,1,Topic 3,normal,standard
3233,LNY,32,1,Topic 6,normal,lni
3234,Abstract,3,1,Topic 6,normal,abstract
3235,Aim,2,1,Topic 6,normal,aim
3236,PubMed,2,1,Topic 6,normal,pubm
3237,Scopus,2,1,Topic 6,normal,scopu
3238,institutions,5,1,Topic 5,normal,institut
3239,VOS,3,1,Topic 6,normal,vo
3240,viewer,3,1,Topic 1,normal,viewer
3241,GDP,2,1,Topic 6,normal,gdp
3242,Bibliometric,3,1,Topic 6,normal,bibliometr
3243,NHC,21,1,Topic 6,normal,nhc
3244,vehicle,12,1,Topic 4,normal,vehicl
3245,manner,4,1,Topic 4,normal,manner
3246,pfumL,7,1,Topic 6,normal,pfuml
3247,EIDD2801,9,1,Topic 6,normal,eidd2801
3248,palindrome,5,1,Topic 6,normal,palindrom
3249,cpsRNAs,18,1,Topic 6,normal,cpsrna
3250,psRNAs,9,1,Topic 6,normal,psrna
3251,SARSCoVcpsR22,16,1,Topic 6,normal,sarscovcpsr22
3252,invertebrates,16,1,Topic 1,normal,invertebr
3253,duplexes,25,1,Topic 3,normal,duplex
3254,Archaea,27,1,Topic 6,normal,archaea
3255,pond,10,1,Topic 6,normal,pond
3256,CCB,18,1,Topic 6,normal,ccb
3257,mats,20,1,Topic 6,normal,mat
3258,domes,11,1,Topic 6,normal,dome
3259,biodiversity,5,1,Topic 6,normal,biodivers
3260,archaeal,14,1,Topic 3,normal,archaeal
3261,phyla,6,1,Topic 1,normal,phyla
3262,VI,23,1,Topic 6,normal,vi
3263,skyline,55,1,Topic 1,normal,skylin
3264,FIA,80,1,Topic 6,normal,fia
3265,NPIs,32,1,Topic 6,normal,npi
3266,CNY,9,1,Topic 6,normal,cni
3267,labor,31,1,Topic 5,normal,labor
3268,obligations,34,1,Topic 5,normal,oblig
3269,Chen,1,1,Topic 6,normal,chen
3270,Zhou,1,1,Topic 6,normal,zhou
3271,Dong,1,1,Topic 6,normal,dong
3272,Lancet,1,1,Topic 6,normal,lancet
3273,Yan,1,1,Topic 6,normal,yan
3274,Zhang,1,1,Topic 6,normal,zhang
3275,HT,1,1,Topic 6,normal,ht
3276,Xiao,1,1,Topic 6,normal,xiao
3277,Nov,1,1,Topic 6,normal,nov
3278,F1score,2,1,Topic 6,normal,f1score
3279,Neuromodulation,13,1,Topic 6,normal,neuromodul
3280,catecholamine,19,1,Topic 4,normal,catecholamin
3281,nanosensor,23,1,Topic 6,normal,nanosensor
3282,nIRCats,39,1,Topic 6,normal,nircat
3283,stimulation,49,1,Topic 4,normal,stimul
3284,dopamine,47,1,Topic 4,normal,dopamin
3285,release,17,1,Topic 4,normal,releas
3286,FF,13,1,Topic 6,normal,ff
3287,dorsal,10,1,Topic 4,normal,dorsal
3288,striatum,23,1,Topic 4,normal,striatum
3289,pulses,17,1,Topic 4,normal,puls
3290,mA,9,1,Topic 6,normal,ma
3291,view,16,1,Topic 5,normal,view
3292,FSCV,15,1,Topic 6,normal,fscv
3293,rectum,2,1,Topic 6,normal,rectum
3294,Tropical,1,1,Topic 6,normal,tropic
3295,Ho,2,1,Topic 6,normal,ho
3296,Chi,2,1,Topic 6,normal,chi
3297,Minh,2,1,Topic 6,normal,minh
3298,Vietnam,4,1,Topic 6,normal,vietnam
3299,RT20,1,1,Topic 6,normal,rt20
3301,ZJ01,29,1,Topic 6,normal,zj01
3302,hemoplasmas,18,1,Topic 6,normal,hemoplasma
3303,roosts,7,1,Topic 6,normal,roost
3304,PARP1,37,1,Topic 6,normal,parp1
3305,CVL218,73,1,Topic 6,normal,cvl218
3306,IBMs,33,1,Topic 6,normal,ibm
3307,lattice,29,1,Topic 5,normal,lattic
3308,pairwise,18,1,Topic 1,normal,pairwis
3309,GM1,27,1,Topic 6,normal,gm1
3310,GM2,27,1,Topic 6,normal,gm2
3311,direction,13,1,Topic 5,normal,direct
3312,PLP2,38,1,Topic 6,normal,plp2
3313,DUBmut,15,1,Topic 6,normal,dubmut
3314,salt,20,1,Topic 4,normal,salt
3315,diagram,24,1,Topic 5,normal,diagram
3316,stems,16,1,Topic 5,normal,stem
3317,pN,19,1,Topic 6,normal,pn
3318,HB,49,1,Topic 6,normal,hb
3319,ee,18,1,Topic 5,normal,ee
3320,I1,18,1,Topic 6,normal,i1
3321,Alphacoronavirus,22,1,Topic 6,normal,alphacoronaviru
3322,FCoV,23,1,Topic 6,normal,fcov
3323,CCoV,28,1,Topic 6,normal,ccov
3324,TGEV,8,1,Topic 6,normal,tgev
3325,Shaanxi,44,1,Topic 6,normal,shaanxi
3326,DAA,18,1,Topic 6,normal,daa
3327,HTA,8,1,Topic 6,normal,hta
3328,DHODH,40,1,Topic 6,normal,dhodh
3329,S312,46,1,Topic 6,normal,s312
3330,S416,33,1,Topic 6,normal,s416
3331,DHODHi,21,1,Topic 6,normal,dhodhi
3332,Teriflunomide,18,1,Topic 6,normal,teriflunomid
3333,Osel,12,1,Topic 6,normal,osel
3334,Sepsis,38,1,Topic 6,normal,sepsi
3335,CLP,21,1,Topic 6,normal,clp
3336,VDR,104,1,Topic 6,normal,vdr
3337,hyperphosphorylation,11,1,Topic 6,normal,hyperphosphoryl
3338,viroplasms,14,1,Topic 6,normal,viroplasm
3339,rRVs,13,1,Topic 6,normal,rrv
3340,VirScan,29,1,Topic 6,normal,virscan
3341,AVARDA,55,1,Topic 6,normal,avarda
3343,Fangcang,19,1,Topic 6,normal,fangcang
3345,EPCLUSA,3,1,Topic 6,normal,epclusa
3346,ProTide,3,1,Topic 6,normal,protid
3349,Estatus,7,1,Topic 6,normal,estatu
3350,Istatus,11,1,Topic 6,normal,istatu
3351,Cas13d,27,1,Topic 6,normal,cas13d
3352,Thailand,5,1,Topic 6,normal,thailand
3353,chloroquine,7,1,Topic 1,normal,chloroquin
3354,Hydroxychloroquine,24,1,Topic 6,normal,hydroxychloroquin
3355,decrease,11,1,Topic 2,normal,decreas
3356,VPg,24,1,Topic 6,normal,vpg
3357,MNV,29,1,Topic 6,normal,mnv
3358,infrastructure,7,1,Topic 5,normal,infrastructur
3359,PSQI,21,1,Topic 6,normal,psqi
3360,disturbances,28,1,Topic 4,normal,disturb
3361,fMW,35,1,Topic 6,normal,fmw
3362,p00001,7,1,Topic 6,normal,p00001
3363,POC,10,1,Topic 6,normal,poc
3364,exchange,19,1,Topic 3,normal,exchang
3365,degenerate,28,1,Topic 3,negative,degener
3366,NS5,19,1,Topic 6,normal,ns5
3367,samplers,5,1,Topic 6,normal,sampler
3368,polytetrafluoroethylene,5,1,Topic 6,normal,polytetrafluoroethylen
3369,polyvinylchloride,3,1,Topic 6,normal,polyvinylchlorid
3370,polystyrene,6,1,Topic 6,normal,polystyren
3371,PTFE,8,1,Topic 6,normal,ptfe
3372,loc,30,1,Topic 2,normal,loc
3373,ATPase,32,1,Topic 6,normal,atpas
3374,Snf2,16,1,Topic 6,normal,snf2
3375,histone,48,1,Topic 3,normal,histon
3376,chromodomains,13,1,Topic 6,normal,chromodomain
3377,DNABD,17,1,Topic 6,normal,dnabd
3378,WHCV,16,1,Topic 6,normal,whcv
3379,wellbeing,7,1,Topic 6,positive,wellb
3380,SF12,11,1,Topic 6,normal,sf12
3381,satisfaction,18,1,Topic 2,normal,satisfact
3382,truncation,9,1,Topic 2,normal,truncat
3383,Lombardy,17,1,Topic 6,normal,lombardi
3384,flight,9,1,Topic 2,normal,flight
3385,Norway,9,1,Topic 6,normal,norway
3386,tourists,4,1,Topic 2,normal,tourist
3387,MaxEnt,7,1,Topic 6,normal,maxent
3388,IAPVIRES,4,1,Topic 6,normal,iapvir
3389,PKI,2,1,Topic 6,normal,pki
3390,ancestor,8,1,Topic 1,normal,ancestor
3391,excursion,42,1,Topic 6,normal,excurs
3392,Alovudine,7,1,Topic 6,normal,alovudin
3393,AZT,8,1,Topic 6,normal,azt
3394,Tenofovir,5,1,Topic 6,normal,tenofovir
3395,TAF,8,1,Topic 6,normal,taf
3396,TFVDP,10,1,Topic 6,normal,tfvdp
3397,colostrum,4,1,Topic 6,normal,colostrum
3398,gilts,15,1,Topic 6,normal,gilt
3399,sows,3,1,Topic 6,normal,sow
3400,CKD,42,1,Topic 6,normal,ckd
3401,parents,39,1,Topic 5,normal,parent
3402,BCR,13,1,Topic 6,normal,bcr
3403,subtypes,18,1,Topic 1,normal,subtyp
3404,coexpression,29,1,Topic 6,normal,coexpress
3405,LAG3,53,1,Topic 6,normal,lag3
3406,CD49b,54,1,Topic 6,normal,cd49b
3407,Foxp3,66,1,Topic 6,normal,foxp3
3408,IL10producing,35,1,Topic 6,normal,il10produc
3409,cosmetics,24,1,Topic 6,normal,cosmet
3410,creams,17,1,Topic 6,normal,cream
3411,Adenoviruses,13,1,Topic 6,normal,adenovirus
3412,CCR5,41,1,Topic 6,normal,ccr5
3413,Firefly,18,1,Topic 6,normal,firefli
3414,Renilla,16,1,Topic 6,normal,renilla
3415,luciferase,37,1,Topic 3,normal,luciferas
3416,SEIO,7,1,Topic 6,normal,seio
3417,MH,7,1,Topic 6,normal,mh
3418,PAR2,58,1,Topic 6,normal,par2
3419,ALI,28,1,Topic 6,normal,ali
3420,plastic,3,1,Topic 3,normal,plastic
3421,steel,3,1,Topic 6,normal,steel
3422,prognosis,11,1,Topic 2,normal,prognosi
3423,TLM,10,1,Topic 6,normal,tlm
3424,HBA,5,1,Topic 6,normal,hba
3425,Hepatobiliary,1,1,Topic 6,normal,hepatobiliari
3426,Pancreatic,1,1,Topic 6,normal,pancreat
3427,Microsurgery,1,1,Topic 6,normal,microsurgeri
3428,Urology,1,1,Topic 6,normal,urolog
3429,Zhongnan,1,1,Topic 6,normal,zhongnan
3430,Medical,1,1,Topic 6,normal,medic
3431,routines,1,1,Topic 6,normal,routin
3432,N95,2,1,Topic 6,normal,n95
